log_id,symbol,timestamp,reason,market_context,emotional_state,notes
985ccd89-f932-4ad2-98a9-140ae21f20e9,IWM,2026-02-19T17:29:08.158152+00:00,No valid setup,unclear,calm,
c216187d-53ae-4a09-af2c-cdc9ea0ff0b5,KRE,2026-02-19T17:29:08.983369+00:00,No valid setup,unclear,calm,
b5c7b81c-ca4f-4c47-8c59-fd9ac2c85d5d,XAR,2026-02-19T17:29:11.259272+00:00,Backtest gate failed,unclear,calm,Backtest gate failed (90d): avg_r 0.05 < 0.10
045e4db1-5485-4ada-a4a4-138d542a8de1,XBI,2026-02-19T17:29:12.113884+00:00,No valid setup,unclear,calm,
7f403844-a5b6-40c9-a20e-171e00e2b3d4,XLP,2026-02-19T17:29:12.915311+00:00,No valid setup,unclear,calm,
33f92f7c-46df-4dcb-a410-8a0d06457364,XLU,2026-02-19T17:29:13.691211+00:00,No valid setup,unclear,calm,
1f1eb00b-0a40-4bbc-81e4-97538970d736,XME,2026-02-27T17:02:59.631065+00:00,No valid setup,unclear,calm,
afb24ac3-b479-4ae3-b477-1888a672e1c4,EEM,2026-02-27T17:03:00.538106+00:00,No valid setup,unclear,calm,
abb4b2f6-7d22-4db6-9bea-095d5bb2d4b1,IEMG,2026-02-27T17:03:01.872103+00:00,No valid setup,unclear,calm,
048e4c5a-6c0a-4f93-81df-605f825278b1,SMH,2026-02-27T17:03:04.316005+00:00,No valid setup,unclear,calm,
