log_id,symbol,timestamp,reason,market_context,emotional_state,notes
23b74830-6e12-4b8a-a7e5-b3d0cf6ba91d,QQQ,2026-02-19T17:28:30.448074+00:00,No valid setup,unclear,calm,
2331e8a9-b45b-4b1c-bd0a-6d2cbbfe1704,IWM,2026-02-19T17:28:31.259347+00:00,No valid setup,unclear,calm,
9009e045-cb2f-403a-97aa-fa4c0826ff66,DIA,2026-02-19T17:28:32.091191+00:00,No valid setup,unclear,calm,
53a2ef98-176f-4e7b-b43e-9a098a4510de,XLF,2026-02-19T17:28:32.918474+00:00,No valid setup,unclear,calm,
4cd3adbe-6033-4897-be52-f854d0f99123,XLK,2026-02-19T17:28:33.692813+00:00,No valid setup,unclear,calm,
11ba414f-bbfd-492a-a8a4-dd112f498ff0,XLE,2026-02-19T17:28:34.599652+00:00,No valid setup,unclear,calm,
8505d799-1e7c-45fb-a187-24aba89934cc,XLV,2026-02-19T17:28:35.400392+00:00,No valid setup,unclear,calm,
84ee95dd-363e-4506-a061-ecd632f3f5d4,XLY,2026-02-19T17:28:36.283085+00:00,No valid setup,unclear,calm,
8a0fe51d-4ae9-400e-8c98-26874fc4dbee,XLP,2026-02-19T17:28:37.100730+00:00,No valid setup,unclear,calm,
4a7f82e3-7ebb-4163-ae37-9d6c499a249f,XLI,2026-02-19T17:28:37.906650+00:00,No valid setup,unclear,calm,
ff776a11-ff7a-4d38-baac-8a57f9700e91,XLU,2026-02-19T17:28:38.803978+00:00,No valid setup,unclear,calm,
09ffaa25-bdca-49f4-b490-1505d915ad44,XLB,2026-02-19T17:28:39.594036+00:00,No valid setup,unclear,calm,
b9784de1-baae-422c-82c3-8e9c3aa05bcd,XLRE,2026-02-19T17:28:40.497591+00:00,No valid setup,unclear,calm,
8f67e765-cb29-42d3-8a9c-9ec9184845bf,XRT,2026-02-19T17:28:42.368651+00:00,No valid setup,unclear,calm,
ba849bc5-6001-483b-8db7-f83ac1039e95,XHB,2026-02-19T17:28:43.266568+00:00,No valid setup,unclear,calm,
b605a532-7c82-4852-aa34-85e65f304350,XBI,2026-02-19T17:28:44.152747+00:00,No valid setup,unclear,calm,
e5bf66e6-19d4-4f19-9eb7-1c1ce3855a9b,KRE,2026-02-19T17:28:44.964599+00:00,No valid setup,unclear,calm,
1999c67c-9360-42e8-b202-428e9d43fcd3,IYR,2026-02-19T17:28:46.954024+00:00,No valid setup,unclear,calm,
0103f5d3-896a-427e-a85a-2969986efb73,IYT,2026-02-19T17:28:47.866524+00:00,No valid setup,unclear,calm,
6dd6de65-f738-4c2c-bdce-6c8aec61cd24,XOP,2026-02-19T17:28:48.761703+00:00,No valid setup,unclear,calm,
c1175900-e9af-4b04-a040-4a6ef40185ce,IGV,2026-02-19T17:28:49.564013+00:00,No valid setup,unclear,calm,
afabc52e-851c-49eb-b022-2b7a442413cf,ARKK,2026-02-19T17:28:51.165401+00:00,No valid setup,unclear,calm,
184b4464-a922-4e61-8287-1eb0d168c3d8,EFA,2026-02-19T17:28:53.233690+00:00,No valid setup,unclear,calm,
826eaa62-cab6-441f-acc2-16dbcaa6b033,IWF,2026-02-19T17:28:55.056385+00:00,No valid setup,unclear,calm,
3fc20309-55cd-4715-ac78-d48772b1b0c5,IWD,2026-02-19T17:28:55.853978+00:00,No valid setup,unclear,calm,
e3b0be84-c8fe-4441-96cd-63b94314cd21,RSP,2026-02-19T17:28:56.735800+00:00,No valid setup,unclear,calm,
1e6b1e60-01d7-47c1-9049-e0946cc59af7,VTI,2026-02-19T17:28:57.551094+00:00,No valid setup,unclear,calm,
f733e3cd-7256-4bfe-bab2-a917e15a7c7d,VOO,2026-02-19T17:28:58.353257+00:00,No valid setup,unclear,calm,
83cb523c-ee69-4963-bfd4-d71e34d4ef44,VUG,2026-02-19T17:28:59.258105+00:00,No valid setup,unclear,calm,
db4b9f8c-f496-449a-9f8b-77aed513f9e8,VTV,2026-02-19T17:29:00.060690+00:00,No valid setup,unclear,calm,
65359c93-f699-4e70-bc26-2985e34de9f4,MDY,2026-02-19T17:29:01.096345+00:00,No valid setup,unclear,calm,
8bfa335a-c180-4a44-9a46-0e717d93761a,XSD,2026-02-19T17:29:02.008529+00:00,No valid setup,unclear,calm,
890b83d6-329f-49e9-8be2-c49271b7c5a8,ITA,2026-02-19T17:29:02.960337+00:00,No valid setup,unclear,calm,
8cce953b-6b3c-4f52-a4f5-1ee9a77a0e63,XAR,2026-02-19T17:29:03.889051+00:00,Backtest gate failed,unclear,calm,Backtest gate failed (90d): avg_r 0.05 < 0.10
33193dcd-a71c-45af-9e68-66b36556e531,XPH,2026-02-19T17:29:04.774843+00:00,No valid setup,unclear,calm,
f1ad6738-2060-48b5-b7ae-e6b283a313bc,XTL,2026-02-19T17:29:05.648835+00:00,No valid setup,unclear,calm,
365ee2a2-beb4-40d3-8e09-e38114f380f5,XSW,2026-02-19T17:29:06.503615+00:00,No valid setup,unclear,calm,
728d26d2-14b6-4105-8b1a-e0198f232022,SPY,2026-02-19T17:29:06.900960+00:00,Watch-only symbol,unclear,calm,Symbol is configured as watch-only
